fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.074,0.0053,0.0012,0.019,0.00165,0.04,0.12,0.0099702,0.0326,0.0086,0.092,5
0.076,0.0048,0.0031,0.028,0.0007,0.04,0.15,0.0099693,0.0322,0.0055,0.103,6
0.073,0.0049,0.001,0.026,0.00068,0.04,0.14,0.0099562,0.033,0.0047,0.105,5
0.129,0.005,0.0055,0.028,0.00072,0.07,0.24,0.0100012,0.0309,0.0068,0.109,6
0.108,0.0045,0.0033,0.025,0.00099,0.2,0.38,0.0099818,0.0324,0.0071,0.108,5
0.069,0.0039,0.0024,0.021,0.00102,0.04,0.07,0.0099462,0.0344,0.0058,0.114,4
0.126,0.0041,0.0054,0.028,0.00103,0.19,0.41,0.0099939,0.0321,0.0076,0.113,6
0.108,0.0045,0.0033,0.025,0.00099,0.2,0.38,0.0099818,0.0324,0.0071,0.108,5
0.098,0.0051,0.0019,0.032,0.00081,0.08,0.3,0.009984,0.0323,0.0058,0.105,6
0.108,0.0029,0.0042,0.016,0.00084,0.19,0.27,0.0099545,0.0328,0.0073,0.119,6
0.071,0.00715,0,0.0235,0.00071,0.21,0.47,0.0099632,0.0329,0.0045,0.094,5
0.091,0.0066,0.0015,0.032,0.00097,0.09,0.59,0.0099976,0.0328,0.0054,0.096,5
0.07,0.00685,0,0.019,0.00099,0.09,0.22,0.0099606,0.0334,0.006,0.097,5
0.049,0.0042,0,0.021,0.00048,0.16,0.42,0.0099154,0.0371,0.0074,0.14,7
0.067,0.0054,0.0013,0.02,0.00076,0.15,0.36,0.009973,0.0361,0.0064,0.098,5
0.067,0.0054,0.0013,0.02,0.00076,0.15,0.36,0.009973,0.0361,0.0064,0.098,5
0.071,0.0048,0.0028,0.028,0.00068,0.06,0.16,0.0099682,0.0324,0.0053,0.103,5
0.071,0.0046,0.0014,0.028,0.00076,0.15,0.37,0.0099624,0.0336,0.0049,0.107,5
0.075,0.0027,0.0034,0.023,0.0005,0.04,0.08,0.009951,0.034,0.0064,0.11,7
0.071,0.0046,0.0014,0.028,0.00076,0.15,0.37,0.0099624,0.0336,0.0049,0.107,5
0.078,0.0057,0.0009,0.023,0.00065,0.34,0.45,0.0099417,0.0346,0.0074,0.127,8
0.059,0.0061,0.0008,0.021,0.00071,0.16,0.24,0.0099376,0.0356,0.0077,0.111,6
0.075,0.00685,0.0007,0.025,0.00058,0.05,0.09,0.0099632,0.0338,0.0055,0.109,4
0.059,0.0061,0.0008,0.021,0.00071,0.16,0.24,0.0099376,0.0356,0.0077,0.111,6
0.104,0.0044,0.0042,0.015,0.00145,0.34,0.48,0.0099832,0.0338,0.0086,0.099,3
0.116,0.0047,0.0044,0.016,0.00147,0.36,0.51,0.0099836,0.0338,0.0086,0.099,4
0.088,0.00685,0.0026,0.016,0.00088,0.16,0.23,0.0099694,0.0332,0.0047,0.094,5
0.076,0.00665,0.001,0.015,0.00066,0.27,0.55,0.0099655,0.0339,0.0051,0.093,5
0.067,0.0028,0.0028,0.024,0.00012,0.36,1,0.0099064,0.0326,0.0039,0.117,7
0.067,0.0028,0.0028,0.024,0.00012,0.36,1,0.0099064,0.0326,0.0039,0.117,7
0.101,0.0031,0.0035,0.016,0.00075,0.09,0.28,0.0099672,0.0324,0.0083,0.112,7
0.06,0.005,0.0004,0.022,0.00092,0.13,0.26,0.0099647,0.0346,0.0047,0.1,5
0.111,0.0042,0.0047,0.0265,0.00085,0.09,0.34,0.0099736,0.0324,0.0077,0.121,7
0.066,0.0066,0,0.03,0.00115,0.21,0.31,0.0099629,0.0345,0.0063,0.103,5
0.106,0.005,0.0045,0.026,0.00119,0.34,0.68,0.0099708,0.0323,0.0072,0.109,6
0.071,0.00685,0.0035,0.02,0.00088,0.09,0.92,0.009963,0.0328,0.0062,0.094,5
0.099,0.0025,0.0046,0.017,0.00062,0.26,0.42,0.009959,0.0318,0.0083,0.106,6
0.064,0.0064,0.0021,0.018,0.00081,0.14,0.31,0.0099689,0.0359,0.0066,0.098,5
0.064,0.0064,0.0021,0.018,0.00081,0.14,0.31,0.0099689,0.0359,0.0066,0.098,5
0.074,0.0068,0.0016,0.018,0.00078,0.12,0.39,0.009977,0.035,0.007,0.099,6
0.064,0.0064,0.0021,0.018,0.00081,0.14,0.31,0.0099689,0.0359,0.0066,0.098,5
0.064,0.0063,0.0021,0.016,0.0008,0.12,0.32,0.0099689,0.0358,0.0066,0.098,5
0.093,0.0043,0.0044,0.019,0.00085,0.09,0.22,0.0099708,0.0328,0.0055,0.095,5
0.093,0.0043,0.0044,0.019,0.00085,0.09,0.22,0.0099708,0.0328,0.0055,0.095,5
0.08,0.0042,0.0032,0.025,0.0008,0.26,1.22,0.0099801,0.0322,0.0107,0.097,5
0.093,0.0036,0.0039,0.015,0.0008,0.41,0.55,0.0099652,0.0347,0.0073,0.109,6
0.093,0.0036,0.0039,0.015,0.0008,0.41,0.55,0.0099652,0.0347,0.0073,0.109,6
0.076,0.00735,0.0002,0.025,0.00071,0.1,0.14,0.0099538,0.0351,0.0071,0.117,7
0.093,0.0036,0.0039,0.015,0.0008,0.41,0.55,0.0099652,0.0347,0.0073,0.109,6
0.082,0.0026,0.0034,0.025,0.00073,0.16,0.47,0.0099594,0.034,0.0078,0.113,7
0.117,0.0028,0.0047,0.017,0.00054,0.17,0.32,0.0099686,0.0315,0.0067,0.106,7
0.068,0.0056,0.0022,0.018,0.00074,0.15,0.24,0.0099438,0.034,0.0082,0.112,6
0.072,0.0062,0.0006,0.027,0.00077,0.15,0.85,0.0099746,0.0351,0.0054,0.095,5
0.058,0.0101,0.0066,0.02,0.00039,0.15,0.88,0.0099357,0.0366,0.006,0.115,6
0.075,0.0042,0.0032,0.027,0.00067,0.07,0.25,0.0099628,0.0324,0.0044,0.104,5
0.072,0.0062,0.0006,0.025,0.00078,0.17,0.84,0.0099746,0.0351,0.0053,0.097,5
0.072,0.0062,0.0006,0.027,0.00077,0.15,0.85,0.0099746,0.0351,0.0054,0.095,5
0.072,0.00635,0.0007,0.026,0.00077,0.16,0.86,0.0099748,0.0351,0.0054,0.097,5
0.068,0.0049,0.0022,0.023,0.00071,0.13,0.24,0.0099438,0.0341,0.0083,0.113,6
0.069,0.0051,0.0023,0.02,0.00072,0.13,0.22,0.0099438,0.034,0.0084,0.112,6
0.068,0.0056,0.0022,0.018,0.00074,0.15,0.24,0.0099438,0.034,0.0082,0.112,6
0.076,0.0063,0.0003,0.02,0.0008,0.27,0.43,0.0099578,0.0344,0.0064,0.109,6
0.077,0.00715,0.0001,0.021,0.00064,0.31,0.43,0.0099371,0.0341,0.0057,0.118,6
0.069,0.0056,0.0003,0.015,0.00086,0.36,0.46,0.0099522,0.0353,0.0057,0.106,5
0.073,0.0035,0.0024,0.02,0.00067,0.28,0.48,0.0099576,0.0343,0.0054,0.1,4
0.091,0.0021,0.0037,0.016,0.00067,0.06,0.1,0.0099552,0.0323,0.0058,0.111,7
0.104,0.0038,0.0046,0.021,0.00104,0.06,0.1,0.0099664,0.0312,0.0065,0.118,7
0.088,0.0031,0.004,0.028,0.00109,0.07,0.16,0.0099614,0.0331,0.0079,0.118,7
0.071,0.0047,0,0.022,0.00067,0.07,0.14,0.0099517,0.034,0.0058,0.109,4
0.077,0.00715,0.0001,0.021,0.00064,0.31,0.43,0.0099371,0.0341,0.0057,0.118,6
0.088,0.0061,0.0019,0.04,0.00094,0.3,0.69,0.0099787,0.0322,0.005,0.1,6
0.072,0.006,0.0004,0.025,0.00076,0.18,0.88,0.0099745,0.0353,0.0055,0.095,5
0.092,0.0056,0.0018,0.016,0.00078,0.1,0.21,0.0099576,0.0315,0.0049,0.099,5
0.076,0.00715,0,0.021,0.00068,0.3,0.35,0.0099533,0.0348,0.0065,0.114,6
0.084,0.0031,0.0029,0.031,0.00194,0.14,0.26,0.0099536,0.0322,0.0078,0.12,6
0.072,0.006,0.0004,0.025,0.00076,0.18,0.88,0.0099745,0.0353,0.0055,0.095,5
0.088,0.0061,0.0019,0.04,0.00094,0.3,0.69,0.0099787,0.0322,0.005,0.1,6
0.089,0.0075,0.0014,0.025,0.00086,0.09,0.3,0.0099824,0.0334,0.0064,0.105,5
0.09,0.008,0.0012,0.024,0.00083,0.08,0.28,0.0099836,0.0333,0.0065,0.104,6
0.107,0.0052,0.0038,0.026,0.00066,0.29,0.56,0.0099577,0.0315,0.0079,0.121,7
0.068,0.0057,0,0.025,0.00072,0.32,0.64,0.0099491,0.0343,0.0056,0.112,6
0.107,0.009,0.0034,0.066,0.00112,0.23,0.99,0.0100289,0.0322,0.0068,0.093,5
0.072,0.0034,0.0024,0.02,0.00071,0.3,0.52,0.0099576,0.0344,0.0058,0.101,5
0.072,0.0066,0.0003,0.023,0.00078,0.16,0.86,0.0099743,0.0353,0.0057,0.097,5
0.101,0.0045,0.0023,0.019,0.00082,0.1,0.18,0.0099774,0.0322,0.0065,0.093,6
0.072,0.0066,0.0003,0.023,0.00078,0.16,0.86,0.0099743,0.0353,0.0057,0.097,5
0.072,0.0063,0.0003,0.022,0.0008,0.17,0.88,0.0099745,0.0353,0.0058,0.098,6
0.071,0.0059,0.0001,0.023,0.0008,0.27,0.43,0.009955,0.0342,0.0058,0.107,6
0.083,0.0031,0.0039,0.024,0.00078,0.17,0.43,0.0099444,0.0331,0.0077,0.125,7
0.071,0.0059,0.0001,0.023,0.0008,0.27,0.43,0.009955,0.0342,0.0058,0.107,6
0.083,0.0031,0.0039,0.024,0.00078,0.17,0.43,0.0099444,0.0331,0.0077,0.125,7
0.083,0.0102,0.0002,0.034,0.00084,0.06,0.11,0.0099892,0.0348,0.0049,0.11,3
0.089,0.0031,0.0036,0.026,0.00056,0.1,0.39,0.0099562,0.034,0.0069,0.118,5
0.074,0.00635,0.001,0.024,0.0008,0.16,0.33,0.0099736,0.0358,0.0069,0.108,7
0.074,0.00635,0.001,0.024,0.0008,0.16,0.33,0.0099736,0.0358,0.0069,0.108,7
0.068,0.0059,0.0006,0.06,0.0006,0.11,0.18,0.009962,0.0341,0.0059,0.108,7
0.068,0.0059,0.0006,0.06,0.0006,0.11,0.18,0.009962,0.0341,0.0059,0.108,7
0.092,0.0058,0.002,0.03,0.00081,0.15,1.15,0.00998,0.0323,0.0059,0.095,5
0.072,0.0054,0.0027,0.026,0.00084,0.12,0.78,0.009964,0.0339,0.0071,0.11,5
0.061,0.0056,0,0.022,0.00079,0.06,0.09,0.009948,0.0359,0.0054,0.115,6
0.074,0.0052,0.0013,0.024,0.00078,0.34,0.61,0.0099528,0.0343,0.0059,0.108,6
0.073,0.00305,0.0039,0.012,0.00059,0.07,0.11,0.0099331,0.0329,0.0052,0.115,6
0.093,0.0038,0.0048,0.038,0.00132,0.03,0.11,0.0099577,0.0323,0.0057,0.132,6
0.091,0.0028,0.0046,0.09,0.00114,0.03,0.09,0.0099901,0.0318,0.006,0.109,6
0.1,0.0046,0.0044,0.029,0.00065,0.04,0.08,0.0099674,0.0333,0.0062,0.122,6
0.094,0.00395,0.0046,0.046,0.00094,0.03,0.1,0.0099639,0.0327,0.0064,0.122,7
0.073,0.00305,0.0039,0.012,0.00059,0.07,0.11,0.0099331,0.0329,0.0052,0.115,6
0.086,0.00315,0.004,0.022,0.00079,0.03,0.06,0.0099512,0.0327,0.0067,0.119,6
0.053,0.00715,0.0019,0.015,0.00161,0.07,0.62,0.0099395,0.0362,0.0061,0.11,5
0.068,0.0041,0.0031,0.088,0.00084,0.26,0.45,0.0099824,0.0338,0.0064,0.101,6
0.084,0.0036,0.0032,0.022,0.00081,0.32,0.79,0.009964,0.033,0.0072,0.11,6
0.084,0.0062,0.0012,0.018,0.00072,0.38,0.46,0.0099504,0.0338,0.0089,0.118,6
0.096,0.0041,0.0037,0.023,0.00091,0.1,0.23,0.0099786,0.0324,0.0056,0.105,5
0.084,0.0036,0.0032,0.022,0.00081,0.32,0.79,0.009964,0.033,0.0072,0.11,6
0.084,0.0062,0.0012,0.018,0.00072,0.38,0.46,0.0099504,0.0338,0.0089,0.118,6
0.068,0.0041,0.0031,0.088,0.00084,0.26,0.45,0.0099824,0.0338,0.0064,0.101,6
0.086,0.0047,0.0027,0.023,0.00055,0.14,0.28,0.0099516,0.0318,0.008,0.112,5
0.086,0.0022,0.0036,0.019,0.00064,0.53,0.77,0.0099604,0.0347,0.0087,0.11,7
0.094,0.0024,0.0033,0.023,0.00061,0.52,0.73,0.0099786,0.0347,0.009,0.102,6
0.084,0.0067,0.0019,0.022,0.00093,0.11,0.75,0.0099736,0.032,0.0059,0.092,4
0.086,0.0047,0.0027,0.023,0.00055,0.14,0.28,0.0099516,0.0318,0.008,0.112,5
0.087,0.0033,0.0038,0.033,0.00063,0.1,0.19,0.0099468,0.033,0.0073,0.12,7
0.066,0.0061,0.0001,0.019,0.0008,0.08,0.25,0.0099746,0.0369,0.0073,0.105,5
0.074,0.0061,0.0001,0.02,0.00074,0.13,0.38,0.0099748,0.0348,0.0065,0.098,5
0.076,0.004,0.0029,0.019,0.00078,0.29,0.66,0.009971,0.0345,0.0059,0.095,6
0.074,0.0061,0.0001,0.02,0.00074,0.13,0.38,0.0099748,0.0348,0.0065,0.098,5
0.066,0.0061,0.0001,0.019,0.0008,0.08,0.25,0.0099746,0.0369,0.0073,0.105,5
0.088,0.003,0.0038,0.023,0.0006,0.19,0.72,0.0099543,0.0339,0.0072,0.118,6
0.088,0.003,0.0038,0.023,0.0006,0.19,0.72,0.0099543,0.0339,0.0072,0.118,6
0.12,0.0063,0.005,0.014,0.00071,0.06,0.26,0.0099791,0.0307,0.006,0.104,4
0.072,0.0038,0.0038,0.028,0.00068,0.23,0.42,0.0099356,0.0334,0.0072,0.129,7
0.062,0.0046,0.0017,0.016,0.00073,0.07,0.11,0.0099425,0.0361,0.0054,0.114,5
0.096,0.0033,0.0052,0.022,0.00074,0.13,0.25,0.0099509,0.0336,0.0076,0.124,7
0.099,0.0027,0.0049,0.05,0.00082,0.09,0.17,0.0099484,0.0319,0.0052,0.125,7
0.101,0.0043,0.004,0.026,0.00092,0.13,0.52,0.0099834,0.0322,0.0064,0.1,7
0.098,0.005,0.0034,0.023,0.00094,0.1,0.45,0.0099864,0.0324,0.006,0.097,7
0.083,0.003,0.0049,0.038,0.0009,0.11,0.24,0.0099498,0.0327,0.0064,0.121,7
0.102,0.0044,0.0042,0.02,0.00071,0.07,0.2,0.0099566,0.0314,0.0079,0.111,7
0.102,0.0044,0.0058,0.041,0.00092,0.11,0.24,0.0099745,0.0329,0.0099,0.12,7
0.083,0.0028,0.0048,0.021,0.00093,0.06,0.12,0.0099408,0.0326,0.0062,0.124,7
0.089,0.0012,0.0045,0.018,0.00075,0.1,0.21,0.0099552,0.0341,0.0076,0.119,7
0.089,0.0012,0.0045,0.018,0.00075,0.1,0.21,0.0099552,0.0341,0.0076,0.119,7
0.089,0.0012,0.0045,0.018,0.00075,0.1,0.21,0.0099552,0.0341,0.0076,0.119,7
0.083,0.0028,0.0048,0.021,0.00093,0.06,0.12,0.0099408,0.0326,0.0062,0.124,7
0.082,0.0031,0.004,0.022,0.00058,0.06,0.1,0.0099536,0.0331,0.0068,0.112,7
0.102,0.0034,0.0048,0.021,0.00052,0.05,0.09,0.0099458,0.032,0.0069,0.121,7
0.076,0.0043,0.004,0.027,0.00082,0.06,0.11,0.0099538,0.0344,0.0054,0.122,6
0.085,0.0021,0.0052,0.019,0.0009,0.09,0.23,0.0099648,0.0336,0.0067,0.104,5
0.09,0.0036,0.0052,0.021,0.00111,0.05,0.1,0.0099568,0.0331,0.0062,0.113,6
0.095,0.0037,0.0052,0.02,0.00088,0.12,0.51,0.0099613,0.0329,0.0058,0.111,6
0.064,0.0057,0.0012,0.023,0.0012,0.25,0.36,0.0099519,0.0347,0.0071,0.113,7
0.08,0.0059,0.0005,0.02,0.00089,0.12,0.32,0.0099735,0.0336,0.0061,0.1,5
0.085,0.0047,0.0027,0.019,0.00058,0.18,0.38,0.0099518,0.0316,0.0085,0.111,6
0.071,0.0056,0.0014,0.016,0.00078,0.07,0.18,0.0099592,0.0327,0.0062,0.093,5
0.066,0.0057,0.0002,0.021,0.00115,0.06,0.16,0.0099654,0.0338,0.0069,0.095,5
0.088,0.0027,0.0039,0.02,0.001,0.2,0.27,0.0099546,0.0315,0.0069,0.112,6
0.085,0.0047,0.0027,0.019,0.00058,0.18,0.38,0.0099518,0.0316,0.0085,0.111,6
0.083,0.0034,0.004,0.024,0.00065,0.24,0.48,0.0099554,0.0334,0.0086,0.11,6
0.09,0.0038,0.0041,0.024,0.00103,0.06,0.1,0.0099604,0.0313,0.0058,0.119,7
0.085,0.0066,0.002,0.021,0.00097,0.23,1.13,0.0099733,0.0313,0.0048,0.092,5
0.09,0.004,0.0043,0.024,0.00068,0.29,0.46,0.009943,0.032,0.006,0.122,6
0.067,0.0056,0.0009,0.029,0.00079,0.07,0.22,0.0099669,0.0346,0.0061,0.102,5
0.104,0.0026,0.0048,0.019,0.00066,0.06,0.1,0.0099724,0.0333,0.0087,0.109,6
0.104,0.0026,0.0048,0.019,0.00066,0.06,0.1,0.0099724,0.0333,0.0087,0.109,6
0.101,0.0038,0.005,0.024,0.00104,0.06,0.13,0.0099643,0.0322,0.0065,0.116,7
0.085,0.0034,0.0044,0.017,0.00079,0.06,0.12,0.0099605,0.0352,0.0063,0.107,5
0.088,0.0033,0.0041,0.059,0.00073,0.07,0.13,0.0099658,0.033,0.0062,0.121,7
0.072,0.0041,0.003,0.021,0.00083,0.35,0.72,0.00997,0.0344,0.0052,0.094,5
0.072,0.0041,0.003,0.021,0.00083,0.35,0.72,0.00997,0.0344,0.0052,0.094,5
0.084,0.0059,0.0029,0.026,0.00109,0.31,1.19,0.0099801,0.0315,0.005,0.091,5
0.07,0.004,0.0032,0.036,0.00061,0.09,0.29,0.0099416,0.0328,0.0049,0.113,7
0.122,0.0045,0.0049,0.014,0.00075,0.03,0.06,0.009969,0.0313,0.0063,0.104,5
0.091,0.005,0.003,0.019,0.00065,0.08,0.17,0.0099774,0.0332,0.0071,0.105,6
0.095,0.0086,0.0026,0.019,0.00079,0.13,0.28,0.0099712,0.0325,0.0062,0.1,5
0.073,0.0052,0.0032,0.021,0.0007,0.51,0.7,0.0099418,0.0334,0.0082,0.129,6
0.091,0.005,0.003,0.019,0.00065,0.08,0.17,0.0099774,0.0332,0.0071,0.105,6
0.122,0.0045,0.0049,0.014,0.00075,0.03,0.06,0.009969,0.0313,0.0063,0.104,5
0.074,0.0058,0,0.02,0.00064,0.07,0.11,0.0099562,0.0345,0.0058,0.113,6
0.098,0.0034,0.0039,0.014,0.00066,0.03,0.07,0.009947,0.0319,0.0055,0.114,7
0.071,0.0036,0.003,0.016,0.0008,0.35,0.7,0.0099693,0.0344,0.005,0.094,5
0.077,0.0039,0.0012,0.017,0.00097,0.19,0.27,0.0099596,0.0316,0.0049,0.094,5
0.097,0.00295,0.004,0.015,0.00073,0.14,0.21,0.0099556,0.0314,0.0051,0.109,6
0.077,0.0039,0.0012,0.017,0.00097,0.19,0.27,0.0099596,0.0316,0.0049,0.094,5
0.071,0.0034,0.0028,0.02,0.00082,0.31,0.68,0.0099694,0.0345,0.0048,0.094,5
0.065,0.004,0.001,0.02,0.00076,0.3,0.47,0.0099554,0.0336,0.0048,0.094,6
0.071,0.0034,0.0028,0.02,0.00082,0.31,0.68,0.0099694,0.0345,0.0048,0.094,5
0.1,0.0035,0.0045,0.025,0.00092,0.2,0.88,0.0099918,0.0315,0.0043,0.094,5
0.077,0.006,0.0006,0.02,0.00079,0.19,0.41,0.0099697,0.0339,0.0062,0.101,6
0.056,0.0066,0,0.022,0.00087,0.03,0.11,0.0099378,0.0371,0.0063,0.128,7
0.056,0.0066,0,0.022,0.00087,0.03,0.11,0.0099378,0.0371,0.0063,0.128,7
0.089,0.0084,0.0034,0.014,0.0005,0.04,0.1,0.0099554,0.0312,0.0048,0.091,6
0.064,0.0069,0,0.0165,0.00055,0.07,0.12,0.0099162,0.0347,0.0053,0.129,6
0.075,0.0043,0.003,0.022,0.00062,0.06,0.12,0.0099495,0.0344,0.0072,0.115,7
0.099,0.0035,0.0038,0.015,0.00058,0.31,0.47,0.0099676,0.0326,0.0082,0.106,7
0.091,0.0029,0.0033,0.0205,0.00063,0.13,0.27,0.0099516,0.0326,0.0084,0.117,7
0.068,0.0036,0.0032,0.018,0.00067,0.04,0.08,0.009928,0.0336,0.0055,0.128,7
0.082,0.0043,0.0029,0.016,0.00081,0.27,0.45,0.0099603,0.0325,0.0054,0.103,5
0.068,0.0036,0.0032,0.018,0.00067,0.04,0.08,0.009928,0.0336,0.0055,0.128,7
0.091,0.0029,0.0033,0.0205,0.00063,0.13,0.27,0.0099516,0.0326,0.0084,0.117,7
0.091,0.003,0.0034,0.02,0.00064,0.12,0.25,0.0099516,0.0326,0.0084,0.117,7
0.089,0.0035,0.004,0.036,0.0011,0.12,0.24,0.0099549,0.0323,0.007,0.12,7
0.096,0.005,0.0036,0.028,0.00116,0.26,0.55,0.0099722,0.0318,0.0068,0.109,5
0.089,0.0028,0.0045,0.017,0.00067,0.07,0.12,0.0099354,0.0325,0.0055,0.123,7
0.089,0.0032,0.0031,0.02,0.00088,0.12,0.19,0.009957,0.0317,0.0055,0.104,6
0.077,0.01005,0.0015,0.021,0.00102,0.11,0.32,0.0099604,0.0323,0.0048,0.1,5
0.075,0.0071,0,0.016,0.00092,0.22,0.31,0.0099635,0.0338,0.0058,0.1,6
0.08,0.0058,0.0016,0.02,0.0012,0.03,0.07,0.0099454,0.0322,0.0058,0.112,6
0.105,0.0039,0.0046,0.022,0.00075,0.14,0.27,0.0099598,0.0306,0.0084,0.114,6
0.089,0.0038,0.004,0.022,0.00068,0.12,0.28,0.0099486,0.0327,0.0075,0.126,7
0.08,0.0018,0.0037,0.009,0.00049,0.36,1.09,0.0099007,0.0289,0.0044,0.127,6
0.08,0.0018,0.0037,0.009,0.00049,0.36,1.09,0.0099007,0.0289,0.0044,0.127,6
0.07,0.005,0.0014,0.018,0.00078,0.1,0.23,0.0099636,0.0353,0.0061,0.104,5
0.113,0.0036,0.0066,0.024,0.00123,0.03,0.08,0.0099642,0.032,0.0053,0.119,6
0.113,0.0036,0.0066,0.024,0.00123,0.03,0.08,0.0099642,0.032,0.0053,0.119,6
0.07,0.0051,0.0009,0.021,0.00062,0.04,0.09,0.0099584,0.0335,0.0054,0.105,5
0.082,0.0032,0.0042,0.023,0.00098,0.03,0.09,0.0099506,0.0327,0.0055,0.123,6
0.077,0.0058,0.0001,0.018,0.00088,0.12,0.18,0.0099568,0.0332,0.0056,0.105,7
0.086,0.0083,0,0.028,0.00095,0.17,0.43,0.0099822,0.0333,0.006,0.104,6
0.079,0.0031,0.0032,0.019,0.00066,0.14,0.36,0.0099364,0.0341,0.0056,0.126,6
0.064,0.00795,0,0.022,0.00065,0.28,0.52,0.0099378,0.0349,0.0052,0.116,5
0.072,0.0034,0.0021,0.025,0.00075,0.41,0.68,0.0099586,0.0337,0.0054,0.101,6
0.077,0.0058,0.0001,0.018,0.00088,0.12,0.18,0.0099568,0.0332,0.0056,0.105,7
0.071,0.0059,0,0.021,0.00091,0.09,0.14,0.0099488,0.0342,0.0055,0.115,7
0.073,0.0055,0.0001,0.018,0.00093,0.09,0.15,0.0099514,0.0335,0.0058,0.11,7
0.081,0.0082,0,0.041,0.00095,0.05,0.14,0.0099854,0.0336,0.0053,0.096,5
0.075,0.0057,0.0008,0.026,0.00089,0.14,0.27,0.0099592,0.033,0.0059,0.104,6
0.089,0.00745,0.0018,0.025,0.00077,0.15,0.48,0.0099739,0.032,0.0047,0.097,6
0.101,0.0037,0.0034,0.024,0.00085,0.05,0.17,0.0099683,0.0317,0.0065,0.106,7
0.076,0.0031,0.0034,0.025,0.00082,0.26,0.35,0.0099356,0.0322,0.0059,0.125,7
0.073,0.0091,0.001,0.018,0.00074,0.2,0.56,0.0099672,0.0335,0.0056,0.092,5
0.087,0.0041,0.0041,0.062,0.00078,0.25,0.42,0.009953,0.0324,0.0077,0.126,7
0.089,0.005,0.0021,0.022,0.00088,0.21,0.39,0.0099692,0.0333,0.0083,0.111,6
0.074,0.00965,0,0.022,0.00088,0.16,0.32,0.0099756,0.0358,0.0067,0.102,5
0.069,0.0049,0.0019,0.017,0.00079,0.13,0.26,0.0099547,0.0338,0.0064,0.098,6
0.089,0.005,0.0021,0.022,0.00088,0.21,0.39,0.0099692,0.0333,0.0083,0.111,6
0.095,0.0039,0.0041,0.089,0.00069,0.18,0.39,0.0099859,0.0329,0.0081,0.109,7
0.064,0.0039,0.0033,0.033,0.00046,0.12,0.53,0.0099294,0.0336,0.0062,0.122,6
0.069,0.0044,0,0.014,0.0007,0.32,0.38,0.0099438,0.0332,0.0058,0.114,6
0.076,0.0078,0,0.017,0.00076,0.33,0.45,0.0099612,0.0331,0.0062,0.107,6
0.071,0.0043,0.0017,0.018,0.00082,0.27,0.51,0.0099634,0.0349,0.0064,0.104,5
0.093,0.0049,0.0036,0.017,0.00081,0.03,0.14,0.0099702,0.0327,0.0078,0.109,6
0.093,0.005,0.0036,0.018,0.00084,0.06,0.17,0.0099704,0.0327,0.0077,0.108,6
0.071,0.0043,0.0017,0.018,0.00082,0.27,0.51,0.0099634,0.0349,0.0064,0.104,5
0.085,0.0046,0.0059,0.014,0.00414,0.16,0.45,0.0099702,0.0303,0.0134,0.092,5
0.056,0.00605,0.0005,0.024,0.00073,0.19,0.25,0.0099258,0.0356,0.0055,0.129,5
0.083,0.0033,0.0042,0.023,0.0007,0.09,0.2,0.0099426,0.0338,0.0077,0.127,7
0.082,0.0064,0.0027,0.02,0.00095,0.05,0.77,0.0099747,0.0313,0.0062,0.091,6
0.082,0.0064,0.0027,0.02,0.00095,0.05,0.77,0.0099747,0.0313,0.0062,0.091,6
0.089,0.0048,0.0053,0.04,0.00101,0.03,0.1,0.0099586,0.0321,0.0059,0.121,7
0.076,0.0042,0.0025,0.039,0.00104,0.28,0.9,0.0099784,0.0315,0.0057,0.091,5
0.099,0.0053,0.0057,0.024,0.00093,0.3,0.52,0.009971,0.0319,0.0076,0.116,7
0.089,0.0048,0.0053,0.04,0.00101,0.03,0.1,0.0099586,0.0321,0.0059,0.121,7
0.116,0.0023,0.0057,0.018,0.00074,0.03,0.08,0.009981,0.0314,0.007,0.099,6
0.091,0.004,0.005,0.018,0.00071,0.07,0.16,0.0099462,0.0321,0.0069,0.125,8
0.08,0.0038,0.0044,0.019,0.00098,0.06,0.15,0.009956,0.033,0.0064,0.114,6
0.102,0.0029,0.0065,0.024,0.00075,0.06,0.17,0.0099565,0.0322,0.0063,0.118,6
0.082,0.0074,0.0009,0.02,0.00067,0.05,0.1,0.0099418,0.0328,0.0057,0.118,6
0.077,0.0061,0.0018,0.024,0.00083,0.06,0.2,0.009963,0.0329,0.006,0.102,6
0.066,0.0052,0.0008,0.024,0.0007,0.13,0.26,0.0099358,0.034,0.0072,0.125,7
0.111,0.0031,0.0053,0.022,0.0006,0.03,0.1,0.0099572,0.0302,0.0083,0.109,7
0.111,0.0031,0.0053,0.022,0.0006,0.03,0.1,0.0099572,0.0302,0.0083,0.109,7
0.08,0.0062,0.0035,0.028,0.00086,0.28,0.52,0.00997,0.0331,0.0062,0.108,5
0.093,0.0033,0.0045,0.015,0.00057,0.19,0.37,0.0099498,0.0318,0.0089,0.111,7
0.075,0.0077,0.002,0.081,0.00098,0.3,0.92,0.0099892,0.032,0.0058,0.092,5
0.072,0.0035,0.0026,0.018,0.00083,0.33,0.75,0.009968,0.034,0.0058,0.095,6
0.08,0.0062,0.0033,0.027,0.00088,0.16,0.37,0.009972,0.0331,0.0058,0.107,6
